R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
4385,7,2531.01,5,5,5,555,Titanium
4391,46,194390.79,5,5,5,555,Titanium
4384,7,1721.4,5,5,4,554,Titanium
4400,2,486.71999999999997,4,3,2,432,Platinum
4575,4,517.53,1,4,3,143,Bronze
4586,1,131.7,1,2,1,121,Bronze
4748,1,249.86,1,2,1,121,Bronze
4509,5,1737.7,2,4,4,244,Silver
4398,1,327.75,4,2,2,422,Platinum
4426,2,677.05,3,3,3,333,Gold
4477,6,622.4300000000001,2,5,3,253,Silver
4405,3,735.82,4,4,3,443,Platinum
4443,2,675.69,3,3,3,333,Gold
4399,5,1912.43,4,4,4,444,Platinum
4541,1,289.96,2,2,2,222,Silver
4393,2,763.28,5,3,3,533,Titanium
4393,2,137.0,5,3,1,531,Titanium
4399,5,1870.97,4,4,4,444,Platinum
4427,5,1125.07,3,4,4,344,Gold
4574,3,770.7900000000001,1,4,3,143,Bronze
4462,1,194.37,2,2,1,221,Silver
4460,1,511.82,2,2,3,223,Silver
4386,4,1255.59,5,4,4,544,Titanium
4448,3,414.04,3,4,2,342,Gold
4644,1,396.87,1,2,2,122,Bronze
4441,2,376.64,3,3,2,332,Gold
4383,7,2092.32,5,5,5,555,Titanium
4384,10,3558.87,5,5,5,555,Titanium
4631,1,374.57,1,2,2,122,Bronze
4390,2,497.56,5,3,3,533,Titanium
4741,1,271.05,1,2,2,122,Bronze
4458,1,272.22,2,2,2,222,Silver
4672,1,622.88,1,2,3,123,Bronze
4400,3,1138.0,4,4,4,444,Platinum
4603,2,288.6,1,3,2,132,Bronze
4392,4,689.1,5,4,3,543,Titanium
4385,2,558.96,5,3,3,533,Titanium
4589,9,2997.03,1,5,5,155,Bronze
4544,2,1145.84,2,3,4,234,Silver
4458,1,302.2,2,2,2,222,Silver
4644,2,614.33,1,3,3,133,Bronze
4440,8,6083.64,3,5,5,355,Gold
4407,1,308.48,4,2,2,422,Platinum
4385,31,91062.38,5,5,5,555,Titanium
4411,10,2924.9900000000002,4,5,5,455,Platinum
4455,1,513.2,2,2,3,223,Silver
4511,1,208.65,2,2,1,221,Silver
4414,4,654.02,4,4,3,443,Platinum
4398,5,774.13,4,4,3,443,Platinum
4691,1,153.94,1,2,1,121,Bronze
4400,6,1844.02,4,5,4,454,Platinum
4436,1,546.81,3,2,3,323,Gold
4412,3,723.21,4,4,3,443,Platinum
4384,5,1104.31,5,4,4,544,Titanium
4394,4,660.24,5,4,3,543,Titanium
4744,1,145.0,1,2,1,121,Bronze
4742,1,422.70000000000005,1,2,2,122,Bronze
4387,4,1195.8999999999999,5,4,4,544,Titanium
4436,4,939.37,3,4,3,343,Gold
4384,8,3644.32,5,5,5,555,Titanium
4384,10,2441.42,5,5,5,555,Titanium
4573,1,296.7,1,2,2,122,Bronze
4436,1,223.36,3,2,1,321,Gold
4663,1,164.4,1,2,1,121,Bronze
4560,1,76.5,2,2,1,221,Silver
4412,2,887.67,4,3,3,433,Platinum
4408,1,98.42,4,2,1,421,Platinum
4407,2,578.9,4,3,3,433,Platinum
4652,1,176.54999999999998,1,2,1,121,Bronze
4426,3,649.97,3,4,3,343,Gold
4616,1,103.3,1,2,1,121,Bronze
4406,2,148.86,4,3,1,431,Platinum
4580,3,267.15999999999997,1,4,2,142,Bronze
4742,1,290.34,1,2,2,122,Bronze
4443,4,930.41,3,4,3,343,Gold
4512,1,1487.6,2,2,4,224,Silver
4384,5,1986.45,5,4,4,544,Titanium
4402,2,494.16,4,3,3,433,Platinum
4588,1,157.9,1,2,1,121,Bronze
4397,3,541.46,5,4,3,543,Titanium
4477,4,854.95,2,4,3,243,Silver
4402,1,166.45,4,2,1,421,Platinum
4397,7,1122.38,5,5,4,554,Titanium
4407,3,454.01,4,4,2,442,Platinum
4391,2,1030.82,5,3,4,534,Titanium
4390,8,4331.48,5,5,5,555,Titanium
4715,1,344.14,1,2,2,122,Bronze
4433,4,1614.59,3,4,4,344,Gold
4454,4,226.75000000000003,3,4,1,341,Gold
4412,3,380.6,4,4,2,442,Platinum
4625,1,185.65,1,2,1,121,Bronze
4391,19,3594.49,5,5,5,555,Titanium
4601,1,143.45999999999998,1,2,1,121,Bronze
4387,3,462.70000000000005,5,4,2,542,Titanium
4635,3,215.72,1,4,1,141,Bronze
4383,25,11025.24,5,5,5,555,Titanium
4619,1,180.22,1,2,1,121,Bronze
4390,2,1242.3,5,3,4,534,Titanium
4492,4,1155.07,2,4,4,244,Silver
4483,3,1240.2,2,4,4,244,Silver
4443,4,2417.92,3,4,5,345,Gold
4385,3,1558.1,5,4,4,544,Titanium
4456,7,2284.91,2,5,5,255,Silver
4386,5,3994.61,5,4,5,545,Titanium
4468,2,993.18,2,3,4,234,Silver
4395,2,386.69,5,3,2,532,Titanium
4406,7,2935.91,4,5,5,455,Platinum
4596,1,2044.3700000000001,1,2,4,124,Bronze
4400,1,161.67000000000002,4,2,1,421,Platinum
4622,1,116.00999999999999,1,2,1,121,Bronze
4385,6,5350.92,5,5,5,555,Titanium
4461,1,394.72,2,2,2,222,Silver
4600,2,309.36,1,3,2,132,Bronze
4416,2,195.03,3,3,1,331,Gold
4423,5,1171.47,3,4,4,344,Gold
4390,15,3981.82,5,5,5,555,Titanium
4436,6,2048.45,3,5,4,354,Gold
4405,14,4584.150000000001,4,5,5,455,Platinum
4440,1,387.58,3,2,2,322,Gold
4513,3,329.6,2,4,2,242,Silver
4556,3,571.1999999999999,2,4,3,243,Silver
4388,3,943.03,5,4,3,543,Titanium
4695,1,225.24,1,2,1,121,Bronze
4442,1,81.44,3,2,1,321,Gold
4404,3,1379.9,4,4,4,444,Platinum
4415,1,527.0500000000001,4,2,3,423,Platinum
4397,2,843.48,5,3,3,533,Titanium
4401,4,2106.87,4,4,5,445,Platinum
4464,1,75.75,2,2,1,221,Silver
4388,8,1814.12,5,5,4,554,Titanium
4552,2,503.59999999999997,2,3,3,233,Silver
4384,3,528.33,5,4,3,543,Titanium
4414,4,1324.84,4,4,4,444,Platinum
4419,9,2358.59,3,5,5,355,Gold
4402,1,285.56,4,2,2,422,Platinum
4414,2,547.0600000000001,4,3,3,433,Platinum
4659,1,108.5,1,2,1,121,Bronze
4469,1,621.66,2,2,3,223,Silver
4502,2,712.29,2,3,3,233,Silver
4756,1,101.55,1,2,1,121,Bronze
4384,11,2895.64,5,5,5,555,Titanium
4602,3,1008.39,1,4,4,144,Bronze
4448,1,133.06,3,2,1,321,Gold
4443,4,1797.5,3,4,4,344,Gold
4521,1,868.49,2,2,3,223,Silver
4404,1,166.08,4,2,1,421,Platinum
4394,10,3945.0,5,5,5,555,Titanium
4408,12,4867.72,4,5,5,455,Platinum
4419,4,1207.56,3,4,4,344,Gold
4660,1,117.55,1,2,1,121,Bronze
4393,7,2638.94,5,5,5,555,Titanium
4456,5,1674.69,2,4,4,244,Silver
4408,2,595.42,4,3,3,433,Platinum
4400,12,2999.46,4,5,5,455,Platinum
4524,1,183.0,2,2,1,221,Silver
4408,7,1802.91,4,5,4,454,Platinum
4401,2,604.64,4,3,3,433,Platinum
4386,2,728.16,5,3,3,533,Titanium
4449,5,2055.51,3,4,4,344,Gold
4384,2,347.75,5,3,2,532,Titanium
4425,7,3406.7200000000003,3,5,5,355,Gold
4610,1,205.7,1,2,1,121,Bronze
4398,4,1572.71,4,4,4,444,Platinum
4433,2,3178.17,3,3,5,335,Gold
4384,6,1615.69,5,5,4,554,Titanium
4457,2,551.04,2,3,3,233,Silver
4384,31,20374.28,5,5,5,555,Titanium
4387,6,1371.18,5,5,4,554,Titanium
4384,30,16345.380000000001,5,5,5,555,Titanium
4646,1,298.11,1,2,2,122,Bronze
4435,2,1992.11,3,3,4,334,Gold
4406,1,184.4,4,2,1,421,Platinum
4393,6,2474.33,5,5,5,555,Titanium
4426,1,239.40999999999997,3,2,1,321,Gold
4399,7,3214.53,4,5,5,455,Platinum
4390,7,5739.46,5,5,5,555,Titanium
4413,15,4747.55,4,5,5,455,Platinum
4741,2,290.40000000000003,1,3,2,132,Bronze
4510,4,740.9399999999999,2,4,3,243,Silver
4520,1,200.47,2,2,1,221,Silver
4524,1,283.12,2,2,2,222,Silver
4514,2,765.34,2,3,3,233,Silver
4421,8,2285.71,3,5,5,355,Gold
4619,1,338.95000000000005,1,2,2,122,Bronze
4643,1,154.95,1,2,1,121,Bronze
4399,4,2534.64,4,4,5,445,Platinum
4635,1,417.95,1,2,2,122,Bronze
4413,4,1824.3700000000001,4,4,4,444,Platinum
4418,3,798.74,3,4,3,343,Gold
4551,2,885.19,2,3,3,233,Silver
4386,9,1823.52,5,5,4,554,Titanium
4387,17,10504.49,5,5,5,555,Titanium
4568,2,152.4,1,3,1,131,Bronze
4570,2,263.33,1,3,2,132,Bronze
4552,1,137.45,2,2,1,221,Silver
4393,2,385.1,5,3,2,532,Titanium
4427,1,522.91,3,2,3,323,Gold
4703,1,153.0,1,2,1,121,Bronze
4583,1,326.4,1,2,2,122,Bronze
4405,11,5655.99,4,5,5,455,Platinum
4615,1,139.35,1,2,1,121,Bronze
4420,15,5396.04,3,5,5,355,Gold
4409,4,1195.94,4,4,4,444,Platinum
4479,4,2424.04,2,4,5,245,Silver
4510,6,3276.4000000000005,2,5,5,255,Silver
4454,3,1033.0,3,4,4,344,Gold
4399,11,3439.08,4,5,5,455,Platinum
4398,1,1060.25,4,2,4,424,Platinum
4386,3,2876.01,5,4,5,545,Titanium
4386,13,5298.4800000000005,5,5,5,555,Titanium
4462,4,1240.11,2,4,4,244,Silver
4755,1,303.97,1,2,2,122,Bronze
4421,2,692.19,3,3,3,333,Gold
4436,3,700.63,3,4,3,343,Gold
4385,19,13110.02,5,5,5,555,Titanium
4392,3,377.44,5,4,2,542,Titanium
4392,2,168.24,5,3,1,531,Titanium
4402,4,1879.05,4,4,4,444,Platinum
4394,7,2791.35,5,5,5,555,Titanium
4496,2,355.11,2,3,2,232,Silver
4386,6,2322.4,5,5,5,555,Titanium
4623,1,110.25,1,2,1,121,Bronze
4495,1,71.4,2,2,1,221,Silver
4561,2,674.52,2,3,3,233,Silver
4388,9,1779.11,5,5,4,554,Titanium
4742,1,80.64,1,2,1,121,Bronze
4383,5,1749.85,5,4,4,544,Titanium
4384,30,5672.9400000000005,5,5,5,555,Titanium
4402,8,3501.9900000000002,4,5,5,455,Platinum
4400,3,897.15,4,4,3,443,Platinum
4404,2,287.59,4,3,2,432,Platinum
4415,1,712.78,4,2,3,423,Platinum
4646,1,15.0,1,2,1,121,Bronze
4433,2,772.55,3,3,3,333,Gold
4541,3,426.25,2,4,2,242,Silver
4398,1,271.2,4,2,2,422,Platinum
4391,3,2327.15,5,4,5,545,Titanium
4395,10,4054.69,5,5,5,555,Titanium
4581,5,1143.27,1,4,4,144,Bronze
4439,2,248.33,3,3,1,331,Gold
4393,2,173.45,5,3,1,531,Titanium
4479,4,1233.43,2,4,4,244,Silver
4637,1,56.4,1,2,1,121,Bronze
4407,3,682.98,4,4,3,443,Platinum
4404,3,660.37,4,4,3,443,Platinum
4542,2,188.02,2,3,1,231,Silver
4455,2,283.47,2,3,2,232,Silver
4436,1,131.94,3,2,1,321,Gold
4468,2,313.01,2,3,2,232,Silver
4535,4,1858.04,2,4,4,244,Silver
4456,2,1117.9,2,3,4,234,Silver
4664,1,225.9,1,2,1,121,Bronze
4409,14,1979.3,4,5,4,454,Platinum
4412,1,106.1,4,2,1,421,Platinum
4408,1,344.85,4,2,2,422,Platinum
4562,2,349.33,2,3,2,232,Silver
4423,4,704.85,3,4,3,343,Gold
4405,3,780.43,4,4,3,443,Platinum
4405,10,3091.44,4,5,5,455,Platinum
4420,9,1211.3600000000001,3,5,4,354,Gold
4465,3,1299.74,2,4,4,244,Silver
4456,1,512.31,2,2,3,223,Silver
4394,1,546.04,5,2,3,523,Titanium
4399,12,5411.91,4,5,5,455,Platinum
4387,39,8015.15,5,5,5,555,Titanium
4395,4,835.55,5,4,3,543,Titanium
4397,5,1755.91,5,4,4,544,Titanium
4419,4,36.56,3,4,1,341,Gold
4387,3,402.43,5,4,2,542,Titanium
4454,7,3704.87,3,5,5,355,Gold
4434,1,298.4,3,2,2,322,Gold
4388,5,2020.54,5,4,4,544,Titanium
4384,3,398.7,5,4,2,542,Titanium
4416,1,35.400000000000006,3,2,1,321,Gold
4432,1,155.37,3,2,1,321,Gold
4385,3,342.24,5,4,2,542,Titanium
4430,1,132.71,3,2,1,321,Gold
4425,8,1593.58,3,5,4,354,Gold
4409,5,2821.2000000000003,4,4,5,445,Platinum
4425,1,345.1,3,2,2,322,Gold
4384,124,42726.37,5,5,5,555,Titanium
4686,1,276.48,1,2,2,122,Bronze
4468,1,2033.1,2,2,4,224,Silver
4464,9,901.2,2,5,3,253,Silver
4601,4,605.8000000000001,1,4,3,143,Bronze
4755,34,5391.21,1,5,5,155,Bronze
4394,2,114.34,5,3,1,531,Titanium
4568,2,311.26,1,3,2,132,Bronze
4755,1,208.97,1,2,1,121,Bronze
4384,4,1418.0300000000002,5,4,4,544,Titanium
4387,23,26879.04,5,5,5,555,Titanium
4388,12,5195.41,5,5,5,555,Titanium
4687,1,141.92000000000002,1,2,1,121,Bronze
4751,1,253.15,1,2,2,122,Bronze
4386,8,2124.73,5,5,5,555,Titanium
4706,1,330.9,1,2,2,122,Bronze
4442,6,3160.0,3,5,5,355,Gold
4395,3,650.34,5,4,3,543,Titanium
4413,20,10533.82,4,5,5,455,Platinum
4525,1,329.65,2,2,2,222,Silver
4413,6,1231.52,4,5,4,454,Platinum
4490,5,428.18,2,4,2,242,Silver
4385,12,2021.62,5,5,4,554,Titanium
4587,1,155.9,1,2,1,121,Bronze
4463,5,1879.5600000000002,2,4,4,244,Silver
4568,6,683.46,1,5,3,153,Bronze
4553,1,237.61,2,2,1,221,Silver
4426,1,379.45,3,2,2,322,Gold
4556,1,178.51999999999998,2,2,1,221,Silver
4747,1,458.92,1,2,2,122,Bronze
4687,1,133.35000000000002,1,2,1,121,Bronze
4386,4,733.82,5,4,3,543,Titanium
4386,4,707.67,5,4,3,543,Titanium
4395,1,165.79,5,2,1,521,Titanium
4414,3,871.8,4,4,3,443,Platinum
4512,1,111.35,2,2,1,221,Silver
4404,8,795.65,4,5,3,453,Platinum
4595,2,201.37,1,3,1,131,Bronze
4705,2,593.19,1,3,3,133,Bronze
4545,1,203.85999999999999,2,2,1,221,Silver
4439,3,244.1,3,4,1,341,Gold
4608,1,107.21000000000001,1,2,1,121,Bronze
4454,8,1125.26,3,5,4,354,Gold
4427,1,95.45,3,2,1,321,Gold
4406,1,256.32,4,2,2,422,Platinum
4555,3,578.41,2,4,3,243,Silver
4468,2,152.06,2,3,1,231,Silver
4542,1,164.9,2,2,1,221,Silver
4573,2,112.19999999999999,1,3,1,131,Bronze
4412,1,110.38,4,2,1,421,Platinum
4404,1,187.32,4,2,1,421,Platinum
4454,4,798.99,3,4,3,343,Gold
4630,1,72.89999999999999,1,2,1,121,Bronze
4756,1,320.83,1,2,2,122,Bronze
4392,1,366.23,5,2,2,522,Titanium
4693,5,310.06,1,4,2,142,Bronze
4441,2,463.55,3,3,2,332,Gold
4386,1,353.06,5,2,2,522,Titanium
4428,3,355.83,3,4,2,342,Gold
4471,1,1304.04,2,2,4,224,Silver
4387,17,4490.18,5,5,5,555,Titanium
4447,4,821.49,3,4,3,343,Gold
4665,1,207.50000000000003,1,2,1,121,Bronze
4394,7,2962.5,5,5,5,555,Titanium
4755,1,244.08,1,2,1,121,Bronze
4516,2,397.29,2,3,2,232,Silver
4428,2,212.54000000000002,3,3,1,331,Gold
4394,4,843.0,5,4,3,543,Titanium
4418,5,1740.48,3,4,4,344,Gold
4517,2,417.21,2,3,2,232,Silver
4412,3,1331.57,4,4,4,444,Platinum
4434,2,704.25,3,3,3,333,Gold
4521,2,147.99,2,3,1,231,Silver
4388,1,429.47999999999996,5,2,2,522,Titanium
4391,7,4301.22,5,5,5,555,Titanium
4542,1,99.14,2,2,1,221,Silver
4432,10,4020.04,3,5,5,355,Gold
4513,1,304.56,2,2,2,222,Silver
4390,1,77.50000000000001,5,2,1,521,Titanium
4616,2,161.38,1,3,1,131,Bronze
4420,1,176.68,3,2,1,321,Gold
4530,1,358.56000000000006,2,2,2,222,Silver
4384,45,59693.68,5,5,5,555,Titanium
4455,3,554.75,2,4,3,243,Silver
4422,3,1008.5400000000001,3,4,4,344,Gold
4388,12,2338.88,5,5,5,555,Titanium
4581,4,557.3,1,4,3,143,Bronze
4632,1,12.75,1,2,1,121,Bronze
4449,1,111.68,3,2,1,321,Gold
4499,1,508.4599999999999,2,2,3,223,Silver
4554,1,73.78,2,2,1,221,Silver
4404,39,1307.69,4,5,4,454,Platinum
4525,1,110.06,2,2,1,221,Silver
4414,2,583.03,4,3,3,433,Platinum
4420,14,2602.55,3,5,5,355,Gold
4420,5,1098.43,3,4,4,344,Gold
4754,1,118.07,1,2,1,121,Bronze
4756,1,315.6,1,2,2,122,Bronze
4549,2,228.2,2,3,1,231,Silver
4594,1,616.79,1,2,3,123,Bronze
4624,1,135.19,1,2,1,121,Bronze
4434,1,337.04,3,2,2,322,Gold
4407,3,840.75,4,4,3,443,Platinum
4398,13,4545.71,4,5,5,455,Platinum
4755,1,334.54,1,2,2,122,Bronze
4412,1,317.27,4,2,2,422,Platinum
4748,1,300.92,1,2,2,122,Bronze
4418,4,943.89,3,4,3,343,Gold
4548,3,811.45,2,4,3,243,Silver
4528,1,152.68,2,2,1,221,Silver
4405,1,642.15,4,2,3,423,Platinum
4439,1,20.8,3,2,1,321,Gold
4568,1,198.57,1,2,1,121,Bronze
4394,7,201.12,5,5,1,551,Titanium
4619,3,630.84,1,4,3,143,Bronze
4608,2,93.35,1,3,1,131,Bronze
4504,4,681.49,2,4,3,243,Silver
4664,1,76.1,1,2,1,121,Bronze
4457,8,1965.19,2,5,4,254,Silver
4420,2,391.69,3,3,2,332,Gold
4395,2,496.61,5,3,3,533,Titanium
4745,1,196.02,1,2,1,121,Bronze
4386,2,231.47,5,3,1,531,Titanium
4406,1,465.93,4,2,2,422,Platinum
4453,9,2223.2000000000003,3,5,5,355,Gold
4618,1,247.39,1,2,1,121,Bronze
4639,1,174.8,1,2,1,121,Bronze
4756,1,102.78999999999999,1,2,1,121,Bronze
4538,2,187.29,2,3,1,231,Silver
4411,1,172.42,4,2,1,421,Platinum
4387,1,120.03,5,2,1,521,Titanium
4415,5,1477.66,4,4,4,444,Platinum
4464,3,523.0,2,4,3,243,Silver
4491,2,122.14,2,3,1,231,Silver
4434,1,38.45,3,2,1,321,Gold
4418,1,770.93,3,2,3,323,Gold
4535,2,389.78,2,3,2,232,Silver
4481,1,115.31,2,2,1,221,Silver
4387,2,230.64999999999998,5,3,1,531,Titanium
4717,1,73.5,1,2,1,121,Bronze
4448,1,100.42,3,2,1,321,Gold
4404,2,454.98,4,3,2,432,Platinum
4418,3,836.39,3,4,3,343,Gold
4415,3,432.61,4,4,2,442,Platinum
4537,6,70.02,2,5,1,251,Silver
4402,2,357.20000000000005,4,3,2,432,Platinum
4394,21,4266.49,5,5,5,555,Titanium
4436,1,165.04999999999998,3,2,1,321,Gold
4407,3,578.54,4,4,3,443,Platinum
4387,10,2088.6,5,5,5,555,Titanium
4428,1,178.34,3,2,1,321,Gold
4586,2,172.29000000000002,1,3,1,131,Bronze
4742,1,74.4,1,2,1,121,Bronze
4453,1,300.02,3,2,2,322,Gold
4390,10,6847.59,5,5,5,555,Titanium
4671,1,363.65,1,2,2,122,Bronze
4392,1,170.15999999999997,5,2,1,521,Titanium
4406,3,306.46,4,4,2,442,Platinum
4404,10,2119.41,4,5,5,455,Platinum
4556,3,720.52,2,4,3,243,Silver
4516,2,814.0,2,3,3,233,Silver
4388,14,2392.83,5,5,5,555,Titanium
4458,1,318.0,2,2,2,222,Silver
4423,1,426.93,3,2,2,322,Gold
4672,1,101.69999999999999,1,2,1,121,Bronze
4409,5,2042.04,4,4,4,444,Platinum
4640,2,453.0,1,3,2,132,Bronze
4568,1,247.44,1,2,1,121,Bronze
4497,12,4317.74,2,5,5,255,Silver
4756,1,489.6,1,2,2,122,Bronze
4406,10,2611.75,4,5,5,455,Platinum
4391,11,2602.11,5,5,5,555,Titanium
4600,2,336.13,1,3,2,132,Bronze
4428,4,3847.5099999999998,3,4,5,345,Gold
4401,2,1231.5,4,3,4,434,Platinum
4419,3,343.45,3,4,2,342,Gold
4408,1,863.88,4,2,3,423,Platinum
4399,1,90.47999999999999,4,2,1,421,Platinum
4713,2,689.95,1,3,3,133,Bronze
4657,1,101.33999999999999,1,2,1,121,Bronze
4481,2,4055.7199999999993,2,3,5,235,Silver
4444,1,169.85,3,2,1,321,Gold
4385,11,9068.26,5,5,5,555,Titanium
4476,4,2106.52,2,4,5,245,Silver
4464,7,3017.3,2,5,5,255,Silver
4695,2,580.0500000000001,1,3,3,133,Bronze
4394,3,1063.97,5,4,4,544,Titanium
4390,6,2662.4,5,5,5,555,Titanium
4510,1,168.31,2,2,1,221,Silver
4394,2,243.5,5,3,1,531,Titanium
4383,60,259657.3,5,5,5,555,Titanium
4420,1,754.64,3,2,3,323,Gold
4420,1,113.48000000000002,3,2,1,321,Gold
4712,1,488.35,1,2,2,122,Bronze
4637,1,271.0,1,2,2,122,Bronze
4384,26,8103.57,5,5,5,555,Titanium
4402,1,247.9,4,2,1,421,Platinum
4395,2,352.69,5,3,2,532,Titanium
4751,1,76.32000000000001,1,2,1,121,Bronze
4673,1,220.1,1,2,1,121,Bronze
4450,8,1418.6200000000001,3,5,4,354,Gold
4408,1,339.59,4,2,2,422,Platinum
4393,26,5715.03,5,5,5,555,Titanium
4750,1,180.7,1,2,1,121,Bronze
4597,1,111.15,1,2,1,121,Bronze
4532,2,662.05,2,3,3,233,Silver
4391,6,1947.32,5,5,4,554,Titanium
4407,2,574.4399999999999,4,3,3,433,Platinum
4412,4,1155.05,4,4,4,444,Platinum
4443,1,200.92000000000002,3,2,1,321,Gold
4402,3,358.77,4,4,2,442,Platinum
4626,1,124.35,1,2,1,121,Bronze
4398,3,1059.39,4,4,4,444,Platinum
4595,1,931.4999999999999,1,2,3,123,Bronze
4412,5,686.86,4,4,3,443,Platinum
4446,3,784.33,3,4,3,343,Gold
4678,1,152.65,1,2,1,121,Bronze
4400,6,8438.34,4,5,5,455,Platinum
4540,2,1019.52,2,3,4,234,Silver
4499,2,1000.1600000000001,2,3,4,234,Silver
4390,12,2888.75,5,5,5,555,Titanium
4395,4,2895.98,5,4,5,545,Titanium
4523,2,160.35000000000002,2,3,1,231,Silver
4428,2,179.33999999999997,3,3,1,331,Gold
4433,3,612.0799999999999,3,4,3,343,Gold
4415,3,566.58,4,4,3,443,Platinum
4517,2,653.35,2,3,3,233,Silver
4386,2,399.19,5,3,2,532,Titanium
4458,3,371.62,2,4,2,242,Silver
4395,2,719.59,5,3,3,533,Titanium
4392,2,453.4,5,3,2,532,Titanium
4684,1,530.15,1,2,3,123,Bronze
4440,2,638.0600000000001,3,3,3,333,Gold
4398,5,1618.69,4,4,4,444,Platinum
4420,1,399.65000000000003,3,2,2,322,Gold
4560,1,302.46000000000004,2,2,2,222,Silver
4406,3,1384.8600000000001,4,4,4,444,Platinum
4559,6,1175.04,2,5,4,254,Silver
4443,1,202.65,3,2,1,321,Gold
4416,3,980.31,3,4,4,344,Gold
4441,5,1231.31,3,4,4,344,Gold
4397,20,7561.68,5,5,5,555,Titanium
4469,4,2106.84,2,4,5,245,Silver
4390,1,104.0,5,2,1,521,Titanium
4741,1,476.35,1,2,2,122,Bronze
4414,6,1340.8700000000001,4,5,4,454,Platinum
4511,4,1590.81,2,4,4,244,Silver
4392,6,1793.17,5,5,4,554,Titanium
4387,6,1843.75,5,5,4,554,Titanium
4407,1,396.55,4,2,2,422,Platinum
4610,2,632.07,1,3,3,133,Bronze
4398,1,49.8,4,2,1,421,Platinum
4632,1,304.25,1,2,2,122,Bronze
4398,3,2001.04,4,4,4,444,Platinum
4460,2,1090.24,2,3,4,234,Silver
4575,2,284.46000000000004,1,3,2,132,Bronze
4644,1,207.8,1,2,1,121,Bronze
4454,1,957.97,3,2,4,324,Gold
4548,1,243.76,2,2,1,221,Silver
4465,1,973.8399999999999,2,2,4,224,Silver
4478,2,686.63,2,3,3,233,Silver
4387,17,5475.06,5,5,5,555,Titanium
4489,1,152.84,2,2,1,221,Silver
4582,3,1396.99,1,4,4,144,Bronze
4540,1,160.42,2,2,1,221,Silver
4454,3,2087.05,3,4,5,345,Gold
4419,2,517.36,3,3,3,333,Gold
4411,1,139.10000000000002,4,2,1,421,Platinum
4384,6,2621.38,5,5,5,555,Titanium
4408,5,600.0699999999999,4,4,3,443,Platinum
4709,1,235.17,1,2,1,121,Bronze
4619,1,232.48000000000002,1,2,1,121,Bronze
4472,1,299.34000000000003,2,2,2,222,Silver
4414,1,481.75,4,2,2,422,Platinum
4412,2,621.75,4,3,3,433,Platinum
4594,2,641.9200000000001,1,3,3,133,Bronze
4385,10,2069.77,5,5,5,555,Titanium
4609,1,305.28000000000003,1,2,2,122,Bronze
4405,5,1041.61,4,4,4,444,Platinum
4475,1,443.0,2,2,2,222,Silver
4387,14,6484.54,5,5,5,555,Titanium
4646,1,158.95000000000002,1,2,1,121,Bronze
4386,12,5526.05,5,5,5,555,Titanium
4427,11,5228.05,3,5,5,355,Gold
4600,1,93.75,1,2,1,121,Bronze
4439,2,779.9,3,3,3,333,Gold
4394,20,7276.9,5,5,5,555,Titanium
4392,7,2810.2000000000003,5,5,5,555,Titanium
4575,5,2330.41,1,4,5,145,Bronze
4464,4,592.97,2,4,3,243,Silver
4708,1,440.0,1,2,2,122,Bronze
4454,3,1796.48,3,4,4,344,Gold
4412,6,882.24,4,5,3,453,Platinum
4385,5,987.1,5,4,4,544,Titanium
4601,5,1561.61,1,4,4,144,Bronze
4429,1,422.58,3,2,2,322,Gold
4392,17,2073.09,5,5,5,555,Titanium
4455,4,2232.4900000000002,2,4,5,245,Silver
4390,7,2567.06,5,5,5,555,Titanium
4406,2,596.1,4,3,3,433,Platinum
4505,2,804.02,2,3,3,233,Silver
4400,1,95.34,4,2,1,421,Platinum
4693,1,349.27,1,2,2,122,Bronze
4470,1,4314.72,2,2,5,225,Silver
4433,2,550.55,3,3,3,333,Gold
4472,1,103.3,2,2,1,221,Silver
4422,8,2337.63,3,5,5,355,Gold
4407,3,2338.6000000000004,4,4,5,445,Platinum
4555,6,2628.35,2,5,5,255,Silver
4426,2,324.24,3,3,2,332,Gold
4523,1,149.48,2,2,1,221,Silver
4408,3,1213.16,4,4,4,444,Platinum
4455,2,801.51,2,3,3,233,Silver
4517,1,25.5,2,2,1,221,Silver
4749,1,168.6,1,2,1,121,Bronze
4421,2,283.15,3,3,2,332,Gold
4385,6,3078.58,5,5,5,555,Titanium
4385,3,204.0,5,4,1,541,Titanium
4413,1,175.92,4,2,1,421,Platinum
4426,1,335.86,3,2,2,322,Gold
4441,1,110.38,3,2,1,321,Gold
4456,1,173.9,2,2,1,221,Silver
4660,1,180.60000000000002,1,2,1,121,Bronze
4563,1,80.82,1,2,1,121,Bronze
4390,2,178.05,5,3,1,531,Titanium
4386,16,2173.32,5,5,5,555,Titanium
4425,3,2032.8799999999999,3,4,4,344,Gold
4390,1,269.96,5,2,2,522,Titanium
4443,1,1579.51,3,2,4,324,Gold
4387,2,1346.97,5,3,4,534,Titanium
4617,1,383.95,1,2,2,122,Bronze
